run_id,timestamp_iso,dex,integration_kind,docs_url,chain_id,chain_name,direction,token_in_symbol,token_in_address,decimals_in,token_out_symbol,token_out_address,decimals_out,amount_in_tokens,amount_in_usd,amount_out_tokens,amount_out_usd,mid_price_out_per_in,effective_price_in_per_out,effective_price_usd_per_out,price_impact_bps,fee_bps,gas_estimate,gas_price,gas_cost_native,native_usd,gas_cost_usd,route_summary,sdk_or_api_version,quote_latency_ms,success,failure_reason
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,1.0,1,0.0204782091,1.001983433084384,0.0204889462,48.832395211747304,48.832395211747304,5.2404354500191825,100,,,,,,0xb883… -> 0x5555… via hybraswap-v3 (100%),hypertrade-api@v1,3371.922591999999,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,1.58,1.58,0.0323543127,1.5830722870307876,0.0204889462,48.83429342635982,48.83429342635982,5.62893699929652,100,,,,,,0xb883… -> 0x5555… via hybraswap-v3 (100%),hypertrade-api@v1,1979.8333919999986,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,2.51,2.51,0.0513951034,2.5147239144295535,0.0204889462,48.837337293887025,48.837337293887025,6.251852645791281,100,,,,,,0xb883… -> 0x5555… via hybraswap-v3 (100%),hypertrade-api@v1,2342.792308,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,3.98,3.98,0.0813967902,3.98268397829014,0.0204889462,48.89627699348764,48.89627699348764,18.298342683625687,100,,,,,,0xb883… -> 0x5555… via hybraswap-v3 (51%) + prjx-v3 (49%),hypertrade-api@v1,2253.213661,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,6.31,6.31,0.1290061631,6.312174934866838,0.0204889462,48.91239184525441,48.91239184525441,21.586949854926445,100,,,,,,0xb883… -> 0x5555… via hybraswap-v3 (100%),hypertrade-api@v1,1942.7533220000005,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,10.0,10,0.2044026861,10.001270333261111,0.0204889462,48.92303614399517,48.92303614399517,23.75797638631049,100,,,,,,0xb883… -> 0xb8ce… via kittenswap_algebra (100%) | 0xb8ce… -> 0xfd73… via prjx-v3 (100%) | 0xfd73… -> 0x5555… via hybraswap-v3 (100%),hypertrade-api@v1,5420.243901000002,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,15.85,15.85,0.3239635528,15.851293989802953,0.0204889462,48.925256754993825,48.925256754993825,24.21077631485891,100,,,,,,0xb883… -> 0xb8ce… via kittenswap_algebra (100%) | 0xb8ce… -> 0xfd73… via prjx-v3 (100%) | 0xfd73… -> 0x5555… via hybraswap-v3 (100%),hypertrade-api@v1,4981.418928000003,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,25.0,25,0.5109472147,25.000264515807192,0.0204889462,48.92873330306462,48.92873330306462,24.919589080671397,100,,,,,,0xb883… -> 0xb8ce… via kittenswap_algebra (100%) | 0xb8ce… -> 0xfd73… via prjx-v3 (100%) | 0xfd73… -> 0x5555… via hybraswap-v3 (100%),hypertrade-api@v1,2999.147645000001,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,25.12,25.12,0.5134473499,25.122594258541923,0.0204889462,48.92419837183388,48.92419837183388,23.99496884794326,100,,,,,,0xb883… -> 0xb8ce… via kittenswap_algebra (100%) | 0xb8ce… -> 0x5555… via gliquid (100%),hypertrade-api@v1,1922.615264,1,
2025-10-02T14:49:34.325Z__5n0iuk,2025-10-02T14:49:34.326Z,Hypertrade Aggregator,dex_adapter,https://core.ht.xyz/api/v1/trade/getSwapInfo,999,HyperEVM,USDC->HYPE,USDC,0xb88339CB7199b77E23DB6E890353E22632Ba630f,6,WHYPE,0x5555555555555555555555555555555555555555,18,39.81,39.81,0.8137040376,39.81392909544384,0.0204889462,48.92442234576913,48.92442234576913,24.04063857683876,100,,,,,,0xb883… -> 0xb8ce… via kittenswap_algebra (100%) | 0xb8ce… -> 0x5555… via gliquid (100%),hypertrade-api@v1,2376.9823449999967,1,
